tweet,sentiment
senin sıfatını sikerim amk kürdü,Negatif
Seni bir daha öpersem o gün kendimi kendi ellerimle öldürürüm ,Negatif
son zamanlarda izlediğim en güzel şey seni sevmek başka bir duygu,Pozitif
"Netflixi telefonuma yükledim.. Daha açmadan bana bi haller oldu..Ahlakım bozuldu, her şeyi renkli görüyorum... sürekli seks falan off çok iyimiş bu uygulama.",Pozitif
"Boğaziçi Üniversitesi Bilgisayar Mühendisliği öğrencileri Türkçedeki en yaygın yazım yanlışlarından biri olan ""-de"" ve ""-da"" eklerinin yanlış yazılıp yazılmadığını kontrol etmeyi sağlayan ""-de/-da Takıntısı"" adlı bir internet sitesi oluşturdu.",Pozitif
Bunun sorumluluğunu kim alacak?,Pozitif
Yarrak mümkün,Negatif
"Lütfen Kurallara Uyalım, Tedbiri Elden Bırakmayalım.",Pozitif
Aynı kişi mi bunlar ?,Pozitif
"Frontal Lob a uygulanıyor. Epifiz kafatasının ortasında.Frontal lob: Bilinçli düşünme; zarar görmesi durumunda ruh hali, hissiyat değişikliği olabilir.",Pozitif
Nişanlısı Nursedayı Götü Kanayana Kadar Sikiyor,Negatif
deli kan şarkına takıldımm 3 gündür dinliyorum  harikasın tebrikler,Pozitif
Aynı anda bikaç tanesi sırf dini sebeplerle hem de lol hem israil hem mısır hem yunanistan hem AB hem ABD hem Rusyaya posta koyam tane fırkateynimle adaları ilhak edem bütün dünya da sadece izlesin ,Negatif
 Devlet bu sorunu çözmek zorunda Bir ülkenin sokaklarında çocuklar oyun oynarken köpek saldırısı sonucu ölüyo ,Pozitif
Haram zıkkım olsun ,Negatif
"O, eski Türkiye idi. Kalplerde yaşayacak.",Pozitif
 MYazar Bende koyam kim olursa olsun bir çocuğa yan gözle bakanın nefsi uyanın taa amk koyam ,Negatif
"bırak olmasın mezar taşımız, bir okul bahçesine gömsünler bizi. çocuklar koşsun üzerimizde...",Pozitif
kahpe tudor çift forvet senin neyine beyinsiz şerefsiz tudor ,Negatif
bu bir planlı tweettir,Pozitif
Haydi ordan orospu  sene 2016 . Türbanlı fahişe,Negatif
üst ranzadaki kardeşim sıkıntı yok ben nörologum hallederiz sıkıntı yapma,Pozitif
vee serdar ordaçın takipçileri artııyoor demet özdemiri bu davranışından dolayı tebrik ediyoruz,Pozitif
Müdürken bendim o eski şubede. Çok kızardım böyle şeylere valla... Saygısızlık bu yaa..,Pozitif
 Dünya ya yıl hüküm sürmüş Osmanlı devleti modern bir şekilde yeniden küllerinden doğuyor,Pozitif
Bi insan orospu çocuğu olmasın direk yazsin yada yazmasın fark ederimi karşında kadın var,Negatif
oc buna bende alındım ananıskm,Negatif
Sen mal mısın ,Negatif
beni değil sen kralın gelse aptal yerine koyamaz,Pozitif
"Sana deniyor hamsi, hırsızlık yapmadan ziyaret bedava",Negatif
Ulan orospu çocuğu senin gibi Amerikan dölleri olmasa zaten millet özünde Osmanlı Hayatında cumhuriyet ile bir yerlere gelecek Sen ve senin gibi orospu çoçukları ben ve benim gibi bu vatanın evlatlarının olduğu yerde rahat olamayacaksınız asla Şimdi siktir git götveren d ,Negatif
Erdoğan ı yanlış bulan herkes o dönemlerde yapılan saçmalıkları yanlışları savunuyor demek değildir Önce bi adam ol da saygı göresin Ben o zamankilere de karşı çıkıyordum bu zamankilere de karşı çıkıyorum İnsanı savunurum ben kişileri değil Senin gibi satılık değilim ,Negatif
"Özür dile haydi bekliyorum, kararsızsın belli",Pozitif
gay vibe veren ya da gay olan birine top ibne götveren gibi kelimeler kullanmak iğrenç kullanan kişi de keza öyle ,Negatif
bu kadar öğrenci aylardır yaz okulu istiyoruz örgün eğitim,Pozitif
 BALKANSUDE Senden ala ğiparalı trol öu olur lan yavsak Yahudi madalyalu liderine domal sen ,Negatif
hayır ve şer haktandır,Pozitif
 seydauzun Umarim bu insan musvetteleri surunerek can cekiserek geberirler Beyinsiz yaratiklar Allah belanizi versin ,Negatif
1 gün içinde sponsorları 10k yapmak zorundayız,Pozitif
iyy pis abaza,Negatif
Halkın diktatörü...,Negatif
 Memlekette komşunun tavuğuna kışt demek bile nelere mal olurken elin adamı milyoner parası var diye gelip doğadaki Allahın dağ keçilerini avlıyor,Pozitif
öğretmenler müjde bekliyor artık müjde gelsin okullarda ders anlatmak istiyoruz,Pozitif
Mabel Matiz yalvarmis mi beni konu edinin diye.... Kendilerine soruşturma açsınlar sonra hep birlikte istifa etsinler ulkece rahatlayalim,Pozitif
fen okuryazarlığı ve yaşamdaki kimya ,Pozitif
Demek kızlara komik görünmek için arkadaşını aşağıladın salak mısın sen ,Negatif
gerçek adını adresini yazacaksın yoksa sifonu üstüne çekince ait olduğun yere pislik,Negatif
iclerinden bi tek ozana m verecek salak bulurlar digerleri mden fazla etmez ,Negatif
directionerların yüz karası embesil,Negatif
"Geçen yıl ""evrime inanmıyorum, maymundan mı geldik"" diye zırvalayan bir tanıdığım, bugün ""virüs mutasyona uğrayacak galiba, kurtuluyoruz"" dedi.",Pozitif
alev ler ve ateistler ahlaksızdır,Negatif
 futbolarena İşte klavye erkeği ancak böle sosyal medyadan küfür eder Amına koyduğumn oğlu seni ananı sike sike öldürürüm çocuk yüzüme karşı konuş ,Negatif
böyle aptal görmedim hayatımda,Negatif
Koy ulan şu göt veren ,Negatif
AKP'li oyuncunun ikiyüzlülüğü,Negatif
hele düneke bak onlar bari karşlıkli senın zorlan evde kacisen peşinden kaltak,Negatif
tayyip dedee diye seslenen bir çocuk ve efendim diyen dünyanın en tatlı dedesi,Pozitif
Küçük kızı telefon oynamasın diye kartondan tetris yapmış.,Pozitif
"Bolu'da genç bir kadın ve 10 aylık bebeğinin, ziyaret için gittikleri bir evin beşinci katından düştüğü iddia edildi",Pozitif
Fetöcu köpek ,Negatif
Dondurma konusunda Barış'ı  savunan insanlar eminim istediği bi yemeği almayan/yapmayan annelerini merdivenden itiyolardır burda da boş boş savunuyolar komikler djkdsk gerçi onlar için anne değil arkadaş önemli ama neyse,Pozitif
Hemen yaparım. Sade içiyorsunuz diye düşünüyorum,Pozitif
Orospu çocugu,Negatif
nasılsın kardeşim sesin çıkmıyor hiç,Pozitif
"Nefesimi kesiyor la Nefes aldırmıyor ne garip,mantık aynı lakin anlam çok farklı",Pozitif
 Flört mlört kafa kaldırmıyor artık en güzel arayış saf ve şüphe getirmeyen sevgidir ,Pozitif
zaten alihan da sürekli öyle davrandığı için zeynebe tutuldu,Pozitif
çok açık ve net bir şey diycem eğer hayatımda bu kadar saçma sikik bir düşünceye ait insan varsa siktir olup gitsin,Negatif
 YURT İÇİ KURBAN KAYITLARIMIZ BUGÜN İTİBARİYLE BAŞLADI PAZAR GÜNLERİ DE KAYIT ALIYORUZ,Pozitif
intikam alinacak bu cenabet,Negatif
 Ben de onlara evli adamın o saatte işi neydi Evli adam neden evinde çocuğunun başında değildi Evli adam ,Pozitif
sokayım düzenine,Negatif
pilates yapmiyo muydu bu kadın çok iyi oyuncu filan yazmıslar,Pozitif
 Farkettiniz mi Her Temmuz haftasında devrimsel şeyler oluyor Temmuz FETÖ ezildi Temmuz haftasında ayasofya açıldı,Pozitif
 Sorulara aşığım cevapların canı cehenneme ,Pozitif
Bu siteyi sikim,Negatif
Yorum okumaya geldim ,Pozitif
Tesekkürler çok çok çok ,Pozitif
Uçuyoruz da kanatlar bizim değil...,Pozitif
telefon hep elimde annemden azar yiyorum ama artık yeter daa billboard tagı açıklada rahatlayalım ,Pozitif
ya bu emojileri gönderenin sevgisinin gerçekliğine kendini inandırmış. daha fazla okuyamadım. allah akıl fikir sabır ne veriyorsa versin.,Pozitif
ajanmış köpek  iran asıllı türkiye istihbaratına sızmış hain şerefiz umarım oradakiler peşini bırakmaz,Negatif
Eski bir inanç vardır Yabancı bir kimsenin kemik kalıntıları üzerine inancınızın bir tapınağını inşa etmeyin Ölülerin gölgeleri intikam alacaktır ,Pozitif
yüzdeyüzfutbol rıdvan dilmen başakşehir in yönetimsel başarısını milli eğitim e de koymak lazım dedi yalaka yavşak,Negatif
Bunlar aynı kişi mi aq,Pozitif
bu kadar orospu çocukluğunu kaldırmaz bu gözler  ,Negatif
Senin bana atmayan kalbin dursun,Negatif
 SALGIN OLDUĞUNA İNANAN ARKADAŞLARIM LÜTFEN DOKTOR TANIDIKLARINIZA ŞU SORUYU SORAR MISINIZ,Pozitif
 Yiğidim aslanım ha gayret eyle Gaflet üstümüzde kalmasın böyle İmanla yatıp kalk ihlasla söyle Kutlu mesaj verilmeyi bekliyor,Pozitif
hareketlere bak ya salak çocuk yiycem artik seni,Pozitif
 Küfür Örtmek demek İnsan özüne konulan imanı fıtratı hilkati ilmi fazileti ilahî sıfatları ve rabbanî isimleri nefsi ,Pozitif
Bu adam çok güldürüyo beni ya haydi beni everiyoz,Pozitif
ulan aptal karı senin bu söylemeninle  ona bakarsan osmanlı padişahlarınn eşlerinin hepsi yabancı,Negatif
vay amk süper bu kız sabaha kadar sikerim bunu,Negatif
Acılar içinde gebermeni dilerim,Negatif
Kendimi Müge Anlı gibi şunların üstüne atlamamak için zor tutuyorum Öldürmüssünüz çocuğu şizofren hastaları Allahtan bulun Yazık cidden yazık ,Negatif
bu sahne çok güzeell  sen çok güzelsin,Pozitif
netflix izlerken yanlışlıkla başka bir kadına aşık oldum! yok mu mafyalı tecavüzlü türk dizileri? ahlakımı geri kazanmam gerek ,Pozitif
şerler hayra çevrilir,Pozitif
ulan yavşak lavuk muhabir bozuntusu darbeyi yapanlar etö ve retö nün köpekleri yaptılarsen devletin ve mil,Negatif
"senarist ve yönetmen arkadaşlar, hadi bakalım protestonuzu burda da görelim. ""sansürlenecek olursa yazmayacağız"" bildirisi yayınlamak için ne bekliyorsunuz? yoksa LGBTye sansür sizin için gayet makul bir durum mu",Pozitif
en güzel sabahlar sabah namazı ile başlar  hayırlı sabahlar allah devletimizi milletimizi reisimizi korusun inşallah,Pozitif
ders ve okul kelimelerini duyunca içim daralıyor,Pozitif
yavuşak ve de tabii ki yandaş  kaldı,Negatif
 Hatta bir daha güneş göremesin bak o zaman başka bir yerdeki başka bir sapık bu kadar rahat olacak mı,Pozitif
Agaga cok guzel ,Pozitif
kendisi senelerdir kadavra olmak istediğini belirtti.. ailesi bunu uygun görmüş.. Türkiye'de kişisel hürriyetin en büyük düşmanı aile kurumu ve ailenin kişinin mirasi üzerindeki kişinin taleplerini bile aşan sonsuz yetkisidir!,Pozitif
tudor galatasaray sana ağır geliyor iyi niyetinden suphem yok ama lutfen guzel ayrilalim siktir git köyüne dön amina koyayim,Negatif
 İl Başkanımız Mehmet Kabayel ve beraberindeki partililer Niğde İl Müftülüğünden Gümüşhane İl Müftülüğüne atanan Dr Mehmet ,Pozitif
biz türk milleti olarak çok garibiz ne bileyim sincanlı mustafa taş ankaralı namık kırşehirli bilmem ne siz hiç httpstcodzbu7gwr8y,Pozitif
lan bu hakikaten angut akşamı 2030 dan pazar saat 1600 ya 30 saat var diyoralgı yönetimi yaparken kendince,Negatif
senin zarını patlatmışlardır böyle konuştuğuna göre,Negatif
bu kadar aşağılık soysuzluk olamaz,Negatif
Yaşın kaç şerefsiz..,Negatif
5'i gördü!,Pozitif
Aynen katılıyorum,Pozitif
 safak _ ne demek bisikleti otobüse alamam PEZEVENK ,Negatif
"Sivas, Denizli ve Vanda sel... ",Pozitif
"Aşık olduğunuz kişiye açılmanın en doğru yolu: ""Seviyorsan, git konuş""",Pozitif
annen baban bir yakının ameliyatlık hasta olsa hamza bey e ameliyat olmazsın değil mi çünkü hamza bey iyi bir vatanperver olsa da doktor değil kendisini çok sevsek de profesyonel olduğu yer güreş yani spor o yüzden ekonominin önemli bir basamağına gelmesi saçma değil mi ,Pozitif
Piyasaların anasını siktin kancık dsö ,Negatif
harikasın sen ya,Pozitif
"Bunlar Şerefsiz,Haysiyetsiz,Namussuz",Negatif
 Kadınlar sana Allah tarafından gönderilmiş hediyeler değildir Kadınlar bu dünyada seninle birlikte var o ,Pozitif
koduğumun hakemi şuna gol vermiş ya pezevenk hakemin sana işaret vermemiş sen o k,Negatif
Çok komik değil mi götveren Düşündün düşündün böyle bir ortaokul esprisi mi bulabildin ,Negatif
Kanka ben netflix sayesinde ingilizce ogreniyorum. Netflix yerine bize amcamizla sikismeyi ogreten turk dizileri yasaklansin,Negatif
genel müdür yaş tahtaya basmaz,Pozitif
 çocuğa tecavüz edilen Ensar Vakfı nın yöneticisi Ahmet Yaramış ı Atatürk ün kurduğu Türk Tarih Kurumu başkanı yaparsan ,Pozitif
nefret etmek için bulabileceğin sebepleri söyliceksin pezevenk,Negatif
götveren gelmiş diyor ki bu ne islam düşmanlığı MANEVİ DEĞER DİYORUM YA KÜLTÜR TURİZM ABİ ,Negatif
kitap fuarı öyle bir yerde olacak ki  kimsenin gelebileceğini pek sanmıyorum şehrin dışına doğru yer yapmışlar nerde bunun heyecanı,Pozitif
gözünün önünde öldürülsün ,Negatif
Rabbim sizi başımızdan eksik etmesin ol rabbulâlemin size ailenize esenlik saglık sıhhat versin ,Pozitif
arayayım mı sesini özledim mesajı.. aşırı özlendin,Pozitif
 Bu şiir öyle muazzam ki Üstelik en içli de şairi okuyor onu ,Pozitif
Bakiyorum da Elhamdulillah Reis arkasinda baya köpek havlatmaya baslamis ,Negatif
"Mal mısınız nesiniz? Adamlar daha çok çalmak için Ayasofyanın şimdi de yıllık en fazla 35 milyon TL olan gelirini 400 milyon TL e çıkardı, tüm köprülerden daha fazla gelir diyorlar. Günlük 11 bin giriş hee? üstelik bunu hıyar muhalefete söyletiyorlar! De bi defolun gidin da",Negatif
bundan daha iyi bi göt oluş hikayesi görmedim..,Pozitif
Böyle bahtın içine sokam hep mi aksilik olur ,Negatif
Bela olurum başına aslanım belaa ,Negatif
yavşak muharrem milletin gözüne girmeye çalışıyor,Negatif
ne güzel insandın ne ara böyle salak oldun,Negatif
Naptı oç köpek,Negatif
"Gazetedeki karikatür bantlarından birinde bugün, mizah yerine bir çizerin diğerine evlilik teklifi var. Kızın gazeteyi açıp karikatürü görüp şaşırmasını çizmiş.",Pozitif
seni seviyorum  1 cümle 2 kelime 13 harf 2 insan ve bir aptal  cemal safi,Pozitif
adana kültür,Pozitif
Toplantımıza katılıp şeref verdiniz sn bakanım inş en kısa sürede buluşmak dileğiyle,Pozitif
beni kendine benzetmeden sevemezmisin,Pozitif
Biz götümüze su kaçarsa oruç bozulur mu acaba derdindeyiz,Pozitif
gelinin kız kardeşi olarak abartıya kaçmadım sade  hafif bir makyajsaçlar geriye hafif jölelenir  ve hazırım ,Pozitif
Amk netenyahusu iki fav için götveren olma ,Negatif
"Imandir, korkunc sabirli.",Pozitif
çocuğunuzu seviyorsanız ona bir kitap alın eğer çok seviyorsanız iki kitap alın,Pozitif
ahmak sensin bre zındık,Negatif
halkarenası bu ülkeyi canla başla koruyacak olan yine atatürkçüler olacak ,Pozitif
Vay arkadas bukadar korkak sunepe den medet bekleyen insanlar var yazik onlara Adam aciktan kovuldu it gibi kapinin onune kondu ve bunuda fetoye bagladi kancik ,Negatif
Akıllıca bir söz söylediğinde illa ki seni açıklama yapmak zorunda bırakacak bir aklıevvel (hıyar) çıkar. Ebenin nikahında pilav nohutlu muydu şehriyeli mi onu anlatmaya çalışıyor amk,Negatif
bir insan nasıl bu kadar içine edebilir,Pozitif
sarki fragmandan daha cok etki etti ki sarki efsane olmus fragman vermeyip direk klibi yollasaydiniz ya,Pozitif
Su yavru ayiya yapilan eziyeti gormemek icin hizli hizli geciyorum kac gundur akisi Video otomatik acildi gormez olsaydim Nasil uyuyacagim ben simdi Kahrol insan musveddesi Sen bu yasaminhak etmiyorsun Can cekiserek olmeni diliyorum ,Negatif
siktir lan tanımasam yicem,Negatif
Evrim aniden bağırma sorunlu musun evde çocuk var korkuyor.,Pozitif
mümkünse mercann düğün bittikten sonra intihar ett içine etme düğünün,Pozitif
Yeşim Salkıma insanların aklıyla alay ediyorsunuz dedim cevabı daha büyük hakaret oldu olmayan şeyle alay edilmez,Pozitif
Amınakoyim arkadaşla otururken böbreğimiz çalınıyodu az daha bu millet nereye gidiyor amk git helalinden para kazan götveren ,Negatif
vay abaza vayy,Negatif
 Tarihte bugün Biz senin kalbini sevdik güzel adam Rabbine kavuştuğun bu günde seni kalpten anıyoruz ,Pozitif
 He he tmm senin eşşşşeğin kancık olsun diye kırılırım bende ,Negatif
biri milletvekili aday adayı olmuş  22 yaşında çocuk daha ulan git pornocu izle sen dingil,Negatif
 slolitaa o renkli bayrağı götüne sokturma ben küfre başlarsam sülalendeki tüm renkler siyah olur hoşt ,Negatif
Linç edenin yarın bir derdi olsa yine koşacağız. Elimizden ne gelirse.Gücümüzün yettiği kadar herkese ve her şeye yetişmeye çalışacağız.,Pozitif
"Dizilerde o kadar tecavüz, taciz, şiddet içerikli sahneler varken neden Osman'ın eşcinsel muhabbeti bu kadar gündem oldu? ",Pozitif
70.000 olmamız için 290 kişi lazım.,Pozitif
ramazan gelse de coca cola boykotları başlasa bende sizle taşak geçsem,Negatif
Oc kopek yüzünden,Negatif
bana mı diss atıyon bücür,Negatif
tayt şal ve makyaj bizim tesettürümüz değildi ne yazık ki güya tesettürün en yaygın hali oldu ne desem nasıl anlatsam bilemiyorum,Pozitif
Öyle farklı bir renktin ki Ekran karşındaki bizlere yaşattığın tebessümler için minnettarız Bazı insanlar hiç ölmesin istiyorum Çoğu zaman da bazı insanlar hep ÖLSÜN istiyorum Allah Rahmet eylesin Mekanın Cennet olsun Saygı ve minnetle Güle güle ,Negatif
Tipsiz çıktığım fotoları tatlı buluyorum illa iyiyim dgdhfjf ,Pozitif
"İnşallah seni önce Allah çarpar, peygamber tokatlar, firavun siker. Göt lalesi o burnundaki topu götüne sokayım. Sikik günler diliyorum.",Negatif
en azından övünecek bişeyimiz var sizin neyiniz var dümbük sen tinerini koklamaya devam et buralar seni aşar,Negatif
Ulen bu yeni yabancı kuralı sikem belanı oyunda bile yürümüyor ,Negatif
ucuncunun anasini sikim cringe ama skerim,Negatif
SALAK MİYİM DEĞİLİM ,Pozitif
ölmeni istiyorum,Negatif
Adamın soyadını niye yanlış yazıyorsun gardaş çok ayıp Özveren deel götveren ,Negatif
beyinsiz göt,Negatif
herkes arkamdan konuşuyor egosu var bir de pardon ama sen kimsin ya ezik,Negatif
Sekai çiftinden daha çok moment veriyorlar aq itiyle,Negatif
Benim kimseye bulaştığım yok ama nedense paranotel gibi böyle çapsız insanları üzerime çekiyorum Bu yüzden başımı sık sık belaya sokarım ,Pozitif
 İzzettin Doğan Alevi dedesi diye ısrarla söylenip duruyorki bu adam Fransız bir kadınla evli Alevi olmayan bir kadınla,Pozitif
BÖYLE Tuzaklara düşmemek Gerkir Kurtte bizim türkte bizim Önemli olan insan olmak Ağrıda bizim mardinde bizim konyada bizim Edirnede bizim Fatihte bizim Eyubide bizim Ataturkte bizim Hacibektasta bizim Mevlanada bizim Kasıtlı gündeme Taşınmıştır Bu filmi gorduk ,Pozitif
Bacasiz imamlar yarattilar ülkenin ekonomisini siksinler diye.,Pozitif
nagihan oynamadı yerini birsene verdi birsen oynadı,Pozitif
pis travesti,Negatif
Mastürbasyon yapıcam ne sokayım yazınnnn ,Negatif
kuran kitap aşkna bu nedir ya anladk dövme yaptırdğı için bu tişörtü giyiyor ama kapatici denen bişy var eğer kapaticiy,Pozitif
mesaj atacak diye beklediğin insanın düğün davetiyesi göndermesi,Pozitif
seni öldürürüm ,Negatif
Sonra gitti ortamlarda ben erkeğim diye anlattı Bacısını siktiren gavat pezevenk ,Negatif
asaletin ete kemiğe bürünmüş hali,Pozitif
sen dünya ve olimpiyat şampiyonu güreşçisi olarak kalsaydın ya ,Pozitif
dombili genç aynı yarışmada olman saygısız konuşmanı gerektirmiyor,Negatif
İğrençsiniz keşke çürüseniz dört duvar arasında ,Negatif
böle sikerim ananı cici oğlan,Negatif
kafanı keser kapının önüne asarım,Negatif
dinidar imansız suslumanlarin çaresiz vicdanlarıher  bok oldukta  sadece  insan olamad,Pozitif
"Lütfen kız, erkek farketmez şu küçük çocuklarınızın resimlerini sosyal medya hesaplarınızda paylaşmayın.Özellikle instagram ve facebook da. Kimin ne hissettiğini bilemezsiniz  hedef haline getirmeyin.",Pozitif
Sikem bele hayati ,Negatif
Meyletme gönül sınanırsın.,Pozitif
tarihimizin en pahalı kadrolarından birisini böyle vasat beyinsiz bir hocayla tüketemeyiz igor tudor en kısa sürede kovulsun,Negatif
Okulumuzda online sınavda yaşanan mağduriyetlere gün gün tanıklık ediyoruz,Pozitif
bırakın insanlar 1 saat geç gitsin gideceği yere şu güzellikleri kaybetmeye değer mi,Pozitif
9 yıl Ntvspor'da çalışmış bunun 3 yılını yönetici olarak geçirmiş ardından Tivibuspor'da 4 yıl yöneticilik yapmış bir medya çalışanı olarak bugün TRT Spor'da bulunuyorum. Burda bulunduğum kısa sürede çok başarılı bir ekibin olduğunu gördüm ve bu ekranda olmaktan gurur duyuyorum.,Pozitif
 sarisineda_ Gel canım sntimliyi sokayim ,Negatif
Kimse dusmicek galiba amk muhtesem bi ligimiz var ne dusucek takimlar belli ne cikicaklar.,Pozitif
"İstiyorum ki herkes; doğruluğun, iyiliğin, kardeşliğin, barışın efendisi olsun.",Pozitif
youtube yorumlarına bir bakıyım dedim heryer yeni armyle dolu army büyüyor mutluyum bu kadar ilerl,Pozitif
Mantığına sokim ,Negatif
twitter fenomeni olduktan sonra otomatik hayat koçu mu olunuyo ben anlamıyorum herkes onu yapın bunu yapın diyo,Pozitif
exatlonun en güçlüsü benim,Pozitif
Vatandaşa Geber diyen Aile ve Sosyal Politikalar Bakanlığı İstanbul İl Müdür Yardımcısı Nail Nogay'ı da unutmadık,Pozitif
 milyon verin Bu ipneyede sene k euro verin senedir transfer gündemimizi meşgul ediyor Adam gs aşığı zaten ,Negatif
son dersi okulun lavabosunda geçirdim makyaj yapmak için ama çıkışta yağmur yağdı ve makyajımdan eser kalmadı  uzucu bir durum,Pozitif
Yalancının anası ölsün mü çok âmin ölsün ama oğluyla birlikte ,Negatif
duydugun kesin yanlıştır senden hayirli bir laf çıkmaz çünkü anan seni sokakta bulmuş ibne,Negatif
birincisi senin ananı sikim kancık ikincisi bu malı takip eden 23 mutualim var,Negatif
clinton vakfını çok seviyormuş embesil orospu,Negatif
31 çekmeye li çok zaman oldu amcık sikiyoruz zaten,Negatif
 Tatile gitmiyorum vatani görevimi yapmak askere gidiyorum Döndüğümde işsiz kalıyorum,Pozitif
Rabb im kaza bela vermesin İnşaAllah Belki bizede nasip olur İnşaAllah ,Pozitif
"Orkun: """"şuan yanıyorsun"""" diyor :)",Pozitif
bu tağı açan net cahildir o kadar,Negatif
Ensemde 2 tane kuş dövmesi var. Az önce arkadaş diyor ki  bu kuşlar neyi temsil ediyor bende dedim ki İnternet paketim bitince Twittera buradan giriyorum. Bu kuşlar Twitterın kuşları ,Pozitif
Lan alt komşum sabahın köründe Yüksek sesle müzik mi dinlenir orospu çocuğu bi an koray avcı benim yatağımda sandım aq,Negatif
Emel Yıldırım yıllara meydan okuyor ,Pozitif
"Röportajda '' Kıskanç mısınız?'' sorusunun yönetilmesi üzerine Serdar Ortaç ""Biri sevgilime popon güzel derse gurur duyarım."" dedi.",Pozitif
bazı şeyleri farkettiğin o an gelen aydınlanma ile hayatına filtreleme takman... Bu benim için insanlığın en güzel ve önemli olayı,Pozitif
Bu kadin kesinlikle psikoz veya sizofren Ben dinledikce dellendim ,Negatif
Biz size emekleriniz ve bize tattırdığınız bu güzellikler için teşekkür ederiz.,Pozitif
senin kılığın kıyafetin tam fahişe kıyafeti,Negatif
 Ölen köpeğin sahibi tek bir kişi değil bütün Türkiye Hepimiz şikayetçiyiz,Pozitif
ee amina koydugum ,Negatif
beyinsizsin sen ya,Negatif
"Viski içerek erkek terörünü kınayan Bülent Parlak eşinin tektaş yüzüğünü sattırıp viskisinin yanına ""bitter çikolata"" alıyor...Çakma solcular sizi.",Negatif
arkadaşlar adalet birliğinde batman süpermanı hayata döndürüyor ve beraber dünyayı kurtarıyorlar,Pozitif
Şunuda eklemek isterim uçak teknolojisi hızlı adapte olabilir. Kapasiteleri var.,Pozitif
bi gavur karısı aldım güzel çalışıyo,Negatif
çok başarılı değilim becerili de değilim güzel hiç değilim galiba evde kaldım,Pozitif
ben bu aşkımıza olan inancımı kaybettim,Pozitif
yarım yamalağım herşey bombok,Pozitif
burun estetik  dişler zirkonyum bide boya makyaj effect ekleyelim modifiyeli şahinden bir farkı yok,Pozitif
 Bu minik yavru için bu twitin altına bu tagı kullanabilirsiniz ,Pozitif
ay ne zaman böyle bi laf gelecek diyordum yine en iq suz haber kanalından geldi Adam akpli olsaydı da evli adamı ayartmış derlerdi falan adam haklı olurdu her türlü chpli diye haksız jksdhff ,Pozitif
yalaka birisi tarafından boynuna takıldı trabzonspor atkısıkupamızı ver diyemeyen  ama yalaka i,Negatif
ey insan seni yaratıp düzgün ve dengeli kılan seni istediği bir şekilde  birleştiren ihsanı bol rabbine karşı saygılı ol,Pozitif
bu canlının böyle mükemmel bi şekilde yüzübilmesi için sizden tek bir şey istiyor. Lütfen çevreyi kirletmeyin!,Pozitif
 OzturkSemih Get götüve şille vur kancık ,Negatif
sizler gerçekten orobu çocuğusunuz. savunmaya bak,Negatif
 Öğrencimiz öğretmenimiz velimiz yöneticimiz aynı hedefte tek platformda buluştu metodbox a özel hazırlana ,Pozitif
kevaşe gönlün gavat dolu ama yine de sen bilirsin,Negatif
Seviyesizliğin alemi yok Görüntü yayınlamanın bin türlü tekniği var Bilmediğiniz konuda mal mal konuşmayın ,Negatif
Bir çift mavi göz ışığından M.Kemalin askeriyim de dedinmi berat edersin artık,Pozitif
git gide babana benziyosun,Pozitif
"Dün 52km yol yapmışım bisikletle, bu arada 8 bira içmişim, bu hesapla 57 kr. yakıyorum, ortalama bi araba kadar",Pozitif
got karılar benden yarrak yok allahından bulsunlar,Negatif
ölümüne seven pezevenge neler diyo,Negatif
"başka bi coğrafyada hikâyenin tamamlanmasını izlemek isterdim, yarım kaldın",Pozitif
beylikdüzü 10yıl etkinlikleri,Pozitif
 Üzerinden ne kadar zaman geçse de unutmayacağız ,Pozitif
İslamda güneşe tapanların secdesine benzememek için güneş doğarken ve güneş batarken namaz kılmak haramdır,Pozitif
orospu ve memurun bahşişini önden vercen dediği zaman jüriyi merak ediyom ben,Negatif
 Goldi yi bıçaklayıp karakoldan serbest bırakılınca öldürmek için geri dönen cani da tutuklansın ,Pozitif
Sen geber aq salağı,Negatif
götüne koyam onun hangi yaraya merhem olmus ,Negatif
git gide benden uzaklaşıyorsun farkında değil miyim sanıyorsun,Pozitif
sokturma dikizleniş dillendiriş ,Negatif
"File bak ya lgbt renklerini temsil eden  gökkuşağına seviniyor, vatan haini fil sen nasıl bu renkleri seversin ha",Pozitif
aq daha düne kadar instagram canlı yayınında ağlayıp intihar edicem şeklinde prim yapmaya çalışan lavuk mu,Negatif
"Ya kullanılan primerler yanlış, yada pcr bilmeyen insanlar yapıyor. Pcr çalışıyorsa hata oranı nerdeyse olmamalı. %40 bana fazla geldi. Antikor testlerinin hata oranının yüksek olduğu zaten biliniyor ama PCR genetik temellidir, hata örnek alımında ve izole edilmesinde de olabilir",Pozitif
Bu tagı açan şizofren gavat kimse çıksın ortaya bir kaç şey söyleyeceğim,Negatif
 Olayın aslını bilmeden `` Ama o da evli adam ile başlayan cümleler kurup katilin partisi üzerinden prim yapmaya çalışanların allah bin belasını versin,Negatif
Bizim yörenin meşur bir küfrü var Götveren ,Negatif
murat süpersin bee,Pozitif
"Online eğitimler gelsin bakalım(ekonomi,psikoloji, özel eğitim,iletisim sanatları) iyice sabırsızlanıyorum.",Pozitif
onlar kaybetse birbirlerine hırsız der hizmetçi der kazanıyorlar yine kavgahakaretler havada,Negatif
