tweet,sentiment
Piyasaların anasını siktin kancık dsö ,Negatif
harikasın sen ya,Pozitif
"Bunlar Şerefsiz,Haysiyetsiz,Namussuz",Negatif
 Kadınlar sana Allah tarafından gönderilmiş hediyeler değildir Kadınlar bu dünyada seninle birlikte var o ,Pozitif
koduğumun hakemi şuna gol vermiş ya pezevenk hakemin sana işaret vermemiş sen o k,Negatif
Çok komik değil mi götveren Düşündün düşündün böyle bir ortaokul esprisi mi bulabildin ,Negatif
Kanka ben netflix sayesinde ingilizce ogreniyorum. Netflix yerine bize amcamizla sikismeyi ogreten turk dizileri yasaklansin,Negatif
genel müdür yaş tahtaya basmaz,Pozitif
 çocuğa tecavüz edilen Ensar Vakfı nın yöneticisi Ahmet Yaramış ı Atatürk ün kurduğu Türk Tarih Kurumu başkanı yaparsan ,Pozitif
nefret etmek için bulabileceğin sebepleri söyliceksin pezevenk,Negatif
götveren gelmiş diyor ki bu ne islam düşmanlığı MANEVİ DEĞER DİYORUM YA KÜLTÜR TURİZM ABİ ,Negatif
kitap fuarı öyle bir yerde olacak ki  kimsenin gelebileceğini pek sanmıyorum şehrin dışına doğru yer yapmışlar nerde bunun heyecanı,Pozitif
gözünün önünde öldürülsün ,Negatif
Rabbim sizi başımızdan eksik etmesin ol rabbulâlemin size ailenize esenlik saglık sıhhat versin ,Pozitif
arayayım mı sesini özledim mesajı.. aşırı özlendin,Pozitif
 Bu şiir öyle muazzam ki Üstelik en içli de şairi okuyor onu ,Pozitif
Bakiyorum da Elhamdulillah Reis arkasinda baya köpek havlatmaya baslamis ,Negatif
"Mal mısınız nesiniz? Adamlar daha çok çalmak için Ayasofyanın şimdi de yıllık en fazla 35 milyon TL olan gelirini 400 milyon TL e çıkardı, tüm köprülerden daha fazla gelir diyorlar. Günlük 11 bin giriş hee? üstelik bunu hıyar muhalefete söyletiyorlar! De bi defolun gidin da",Negatif
bundan daha iyi bi göt oluş hikayesi görmedim..,Pozitif
Böyle bahtın içine sokam hep mi aksilik olur ,Negatif
Bela olurum başına aslanım belaa ,Negatif
yavşak muharrem milletin gözüne girmeye çalışıyor,Negatif
ne güzel insandın ne ara böyle salak oldun,Negatif
Naptı oç köpek,Negatif
"Gazetedeki karikatür bantlarından birinde bugün, mizah yerine bir çizerin diğerine evlilik teklifi var. Kızın gazeteyi açıp karikatürü görüp şaşırmasını çizmiş.",Pozitif
seni seviyorum  1 cümle 2 kelime 13 harf 2 insan ve bir aptal  cemal safi,Pozitif
adana kültür,Pozitif
Toplantımıza katılıp şeref verdiniz sn bakanım inş en kısa sürede buluşmak dileğiyle,Pozitif
beni kendine benzetmeden sevemezmisin,Pozitif
Biz götümüze su kaçarsa oruç bozulur mu acaba derdindeyiz,Pozitif
gelinin kız kardeşi olarak abartıya kaçmadım sade  hafif bir makyajsaçlar geriye hafif jölelenir  ve hazırım ,Pozitif
Amk netenyahusu iki fav için götveren olma ,Negatif
"Imandir, korkunc sabirli.",Pozitif
çocuğunuzu seviyorsanız ona bir kitap alın eğer çok seviyorsanız iki kitap alın,Pozitif
ahmak sensin bre zındık,Negatif
halkarenası bu ülkeyi canla başla koruyacak olan yine atatürkçüler olacak ,Pozitif
Vay arkadas bukadar korkak sunepe den medet bekleyen insanlar var yazik onlara Adam aciktan kovuldu it gibi kapinin onune kondu ve bunuda fetoye bagladi kancik ,Negatif
Akıllıca bir söz söylediğinde illa ki seni açıklama yapmak zorunda bırakacak bir aklıevvel (hıyar) çıkar. Ebenin nikahında pilav nohutlu muydu şehriyeli mi onu anlatmaya çalışıyor amk,Negatif
bir insan nasıl bu kadar içine edebilir,Pozitif
sarki fragmandan daha cok etki etti ki sarki efsane olmus fragman vermeyip direk klibi yollasaydiniz ya,Pozitif
Su yavru ayiya yapilan eziyeti gormemek icin hizli hizli geciyorum kac gundur akisi Video otomatik acildi gormez olsaydim Nasil uyuyacagim ben simdi Kahrol insan musveddesi Sen bu yasaminhak etmiyorsun Can cekiserek olmeni diliyorum ,Negatif
siktir lan tanımasam yicem,Negatif
Evrim aniden bağırma sorunlu musun evde çocuk var korkuyor.,Pozitif
mümkünse mercann düğün bittikten sonra intihar ett içine etme düğünün,Pozitif
Yeşim Salkıma insanların aklıyla alay ediyorsunuz dedim cevabı daha büyük hakaret oldu olmayan şeyle alay edilmez,Pozitif
Amınakoyim arkadaşla otururken böbreğimiz çalınıyodu az daha bu millet nereye gidiyor amk git helalinden para kazan götveren ,Negatif
vay abaza vayy,Negatif
 Tarihte bugün Biz senin kalbini sevdik güzel adam Rabbine kavuştuğun bu günde seni kalpten anıyoruz ,Pozitif
 He he tmm senin eşşşşeğin kancık olsun diye kırılırım bende ,Negatif
biri milletvekili aday adayı olmuş  22 yaşında çocuk daha ulan git pornocu izle sen dingil,Negatif
 slolitaa o renkli bayrağı götüne sokturma ben küfre başlarsam sülalendeki tüm renkler siyah olur hoşt ,Negatif
Linç edenin yarın bir derdi olsa yine koşacağız. Elimizden ne gelirse.Gücümüzün yettiği kadar herkese ve her şeye yetişmeye çalışacağız.,Pozitif
"Dizilerde o kadar tecavüz, taciz, şiddet içerikli sahneler varken neden Osman'ın eşcinsel muhabbeti bu kadar gündem oldu? ",Pozitif
70.000 olmamız için 290 kişi lazım.,Pozitif
ramazan gelse de coca cola boykotları başlasa bende sizle taşak geçsem,Negatif
Oc kopek yüzünden,Negatif
bana mı diss atıyon bücür,Negatif
tayt şal ve makyaj bizim tesettürümüz değildi ne yazık ki güya tesettürün en yaygın hali oldu ne desem nasıl anlatsam bilemiyorum,Pozitif
Öyle farklı bir renktin ki Ekran karşındaki bizlere yaşattığın tebessümler için minnettarız Bazı insanlar hiç ölmesin istiyorum Çoğu zaman da bazı insanlar hep ÖLSÜN istiyorum Allah Rahmet eylesin Mekanın Cennet olsun Saygı ve minnetle Güle güle ,Negatif
Tipsiz çıktığım fotoları tatlı buluyorum illa iyiyim dgdhfjf ,Pozitif
"İnşallah seni önce Allah çarpar, peygamber tokatlar, firavun siker. Göt lalesi o burnundaki topu götüne sokayım. Sikik günler diliyorum.",Negatif
en azından övünecek bişeyimiz var sizin neyiniz var dümbük sen tinerini koklamaya devam et buralar seni aşar,Negatif
Ulen bu yeni yabancı kuralı sikem belanı oyunda bile yürümüyor ,Negatif
ucuncunun anasini sikim cringe ama skerim,Negatif
SALAK MİYİM DEĞİLİM ,Pozitif
ölmeni istiyorum,Negatif
Adamın soyadını niye yanlış yazıyorsun gardaş çok ayıp Özveren deel götveren ,Negatif
beyinsiz göt,Negatif
herkes arkamdan konuşuyor egosu var bir de pardon ama sen kimsin ya ezik,Negatif
Sekai çiftinden daha çok moment veriyorlar aq itiyle,Negatif
Benim kimseye bulaştığım yok ama nedense paranotel gibi böyle çapsız insanları üzerime çekiyorum Bu yüzden başımı sık sık belaya sokarım ,Pozitif
 İzzettin Doğan Alevi dedesi diye ısrarla söylenip duruyorki bu adam Fransız bir kadınla evli Alevi olmayan bir kadınla,Pozitif
BÖYLE Tuzaklara düşmemek Gerkir Kurtte bizim türkte bizim Önemli olan insan olmak Ağrıda bizim mardinde bizim konyada bizim Edirnede bizim Fatihte bizim Eyubide bizim Ataturkte bizim Hacibektasta bizim Mevlanada bizim Kasıtlı gündeme Taşınmıştır Bu filmi gorduk ,Pozitif
Bacasiz imamlar yarattilar ülkenin ekonomisini siksinler diye.,Pozitif
nagihan oynamadı yerini birsene verdi birsen oynadı,Pozitif
pis travesti,Negatif
Mastürbasyon yapıcam ne sokayım yazınnnn ,Negatif
kuran kitap aşkna bu nedir ya anladk dövme yaptırdğı için bu tişörtü giyiyor ama kapatici denen bişy var eğer kapaticiy,Pozitif
mesaj atacak diye beklediğin insanın düğün davetiyesi göndermesi,Pozitif
seni öldürürüm ,Negatif
Sonra gitti ortamlarda ben erkeğim diye anlattı Bacısını siktiren gavat pezevenk ,Negatif
asaletin ete kemiğe bürünmüş hali,Pozitif
sen dünya ve olimpiyat şampiyonu güreşçisi olarak kalsaydın ya ,Pozitif
dombili genç aynı yarışmada olman saygısız konuşmanı gerektirmiyor,Negatif
İğrençsiniz keşke çürüseniz dört duvar arasında ,Negatif
böle sikerim ananı cici oğlan,Negatif
kafanı keser kapının önüne asarım,Negatif
dinidar imansız suslumanlarin çaresiz vicdanlarıher  bok oldukta  sadece  insan olamad,Pozitif
"Lütfen kız, erkek farketmez şu küçük çocuklarınızın resimlerini sosyal medya hesaplarınızda paylaşmayın.Özellikle instagram ve facebook da. Kimin ne hissettiğini bilemezsiniz  hedef haline getirmeyin.",Pozitif
Sikem bele hayati ,Negatif
Meyletme gönül sınanırsın.,Pozitif
tarihimizin en pahalı kadrolarından birisini böyle vasat beyinsiz bir hocayla tüketemeyiz igor tudor en kısa sürede kovulsun,Negatif
Okulumuzda online sınavda yaşanan mağduriyetlere gün gün tanıklık ediyoruz,Pozitif
bırakın insanlar 1 saat geç gitsin gideceği yere şu güzellikleri kaybetmeye değer mi,Pozitif
9 yıl Ntvspor'da çalışmış bunun 3 yılını yönetici olarak geçirmiş ardından Tivibuspor'da 4 yıl yöneticilik yapmış bir medya çalışanı olarak bugün TRT Spor'da bulunuyorum. Burda bulunduğum kısa sürede çok başarılı bir ekibin olduğunu gördüm ve bu ekranda olmaktan gurur duyuyorum.,Pozitif
 sarisineda_ Gel canım sntimliyi sokayim ,Negatif
Kimse dusmicek galiba amk muhtesem bi ligimiz var ne dusucek takimlar belli ne cikicaklar.,Pozitif
"İstiyorum ki herkes; doğruluğun, iyiliğin, kardeşliğin, barışın efendisi olsun.",Pozitif
youtube yorumlarına bir bakıyım dedim heryer yeni armyle dolu army büyüyor mutluyum bu kadar ilerl,Pozitif
Mantığına sokim ,Negatif
twitter fenomeni olduktan sonra otomatik hayat koçu mu olunuyo ben anlamıyorum herkes onu yapın bunu yapın diyo,Pozitif
exatlonun en güçlüsü benim,Pozitif
Vatandaşa Geber diyen Aile ve Sosyal Politikalar Bakanlığı İstanbul İl Müdür Yardımcısı Nail Nogay'ı da unutmadık,Pozitif
 milyon verin Bu ipneyede sene k euro verin senedir transfer gündemimizi meşgul ediyor Adam gs aşığı zaten ,Negatif
son dersi okulun lavabosunda geçirdim makyaj yapmak için ama çıkışta yağmur yağdı ve makyajımdan eser kalmadı  uzucu bir durum,Pozitif
Yalancının anası ölsün mü çok âmin ölsün ama oğluyla birlikte ,Negatif
duydugun kesin yanlıştır senden hayirli bir laf çıkmaz çünkü anan seni sokakta bulmuş ibne,Negatif
birincisi senin ananı sikim kancık ikincisi bu malı takip eden 23 mutualim var,Negatif
clinton vakfını çok seviyormuş embesil orospu,Negatif
31 çekmeye li çok zaman oldu amcık sikiyoruz zaten,Negatif
 Tatile gitmiyorum vatani görevimi yapmak askere gidiyorum Döndüğümde işsiz kalıyorum,Pozitif
Rabb im kaza bela vermesin İnşaAllah Belki bizede nasip olur İnşaAllah ,Pozitif
"Orkun: """"şuan yanıyorsun"""" diyor :)",Pozitif
bu tağı açan net cahildir o kadar,Negatif
Ensemde 2 tane kuş dövmesi var. Az önce arkadaş diyor ki  bu kuşlar neyi temsil ediyor bende dedim ki İnternet paketim bitince Twittera buradan giriyorum. Bu kuşlar Twitterın kuşları ,Pozitif
Lan alt komşum sabahın köründe Yüksek sesle müzik mi dinlenir orospu çocuğu bi an koray avcı benim yatağımda sandım aq,Negatif
Emel Yıldırım yıllara meydan okuyor ,Pozitif
"Röportajda '' Kıskanç mısınız?'' sorusunun yönetilmesi üzerine Serdar Ortaç ""Biri sevgilime popon güzel derse gurur duyarım."" dedi.",Pozitif
bazı şeyleri farkettiğin o an gelen aydınlanma ile hayatına filtreleme takman... Bu benim için insanlığın en güzel ve önemli olayı,Pozitif
Bu kadin kesinlikle psikoz veya sizofren Ben dinledikce dellendim ,Negatif
Biz size emekleriniz ve bize tattırdığınız bu güzellikler için teşekkür ederiz.,Pozitif
senin kılığın kıyafetin tam fahişe kıyafeti,Negatif
 Ölen köpeğin sahibi tek bir kişi değil bütün Türkiye Hepimiz şikayetçiyiz,Pozitif
ee amina koydugum ,Negatif
beyinsizsin sen ya,Negatif
"Viski içerek erkek terörünü kınayan Bülent Parlak eşinin tektaş yüzüğünü sattırıp viskisinin yanına ""bitter çikolata"" alıyor...Çakma solcular sizi.",Negatif
arkadaşlar adalet birliğinde batman süpermanı hayata döndürüyor ve beraber dünyayı kurtarıyorlar,Pozitif
Şunuda eklemek isterim uçak teknolojisi hızlı adapte olabilir. Kapasiteleri var.,Pozitif
bi gavur karısı aldım güzel çalışıyo,Negatif
çok başarılı değilim becerili de değilim güzel hiç değilim galiba evde kaldım,Pozitif
ben bu aşkımıza olan inancımı kaybettim,Pozitif
yarım yamalağım herşey bombok,Pozitif
burun estetik  dişler zirkonyum bide boya makyaj effect ekleyelim modifiyeli şahinden bir farkı yok,Pozitif
 Bu minik yavru için bu twitin altına bu tagı kullanabilirsiniz ,Pozitif
ay ne zaman böyle bi laf gelecek diyordum yine en iq suz haber kanalından geldi Adam akpli olsaydı da evli adamı ayartmış derlerdi falan adam haklı olurdu her türlü chpli diye haksız jksdhff ,Pozitif
yalaka birisi tarafından boynuna takıldı trabzonspor atkısıkupamızı ver diyemeyen  ama yalaka i,Negatif
ey insan seni yaratıp düzgün ve dengeli kılan seni istediği bir şekilde  birleştiren ihsanı bol rabbine karşı saygılı ol,Pozitif
bu canlının böyle mükemmel bi şekilde yüzübilmesi için sizden tek bir şey istiyor. Lütfen çevreyi kirletmeyin!,Pozitif
 OzturkSemih Get götüve şille vur kancık ,Negatif
sizler gerçekten orobu çocuğusunuz. savunmaya bak,Negatif
 Öğrencimiz öğretmenimiz velimiz yöneticimiz aynı hedefte tek platformda buluştu metodbox a özel hazırlana ,Pozitif
kevaşe gönlün gavat dolu ama yine de sen bilirsin,Negatif
Seviyesizliğin alemi yok Görüntü yayınlamanın bin türlü tekniği var Bilmediğiniz konuda mal mal konuşmayın ,Negatif
Bir çift mavi göz ışığından M.Kemalin askeriyim de dedinmi berat edersin artık,Pozitif
git gide babana benziyosun,Pozitif
"Dün 52km yol yapmışım bisikletle, bu arada 8 bira içmişim, bu hesapla 57 kr. yakıyorum, ortalama bi araba kadar",Pozitif
got karılar benden yarrak yok allahından bulsunlar,Negatif
ölümüne seven pezevenge neler diyo,Negatif
"başka bi coğrafyada hikâyenin tamamlanmasını izlemek isterdim, yarım kaldın",Pozitif
beylikdüzü 10yıl etkinlikleri,Pozitif
 Üzerinden ne kadar zaman geçse de unutmayacağız ,Pozitif
İslamda güneşe tapanların secdesine benzememek için güneş doğarken ve güneş batarken namaz kılmak haramdır,Pozitif
orospu ve memurun bahşişini önden vercen dediği zaman jüriyi merak ediyom ben,Negatif
 Goldi yi bıçaklayıp karakoldan serbest bırakılınca öldürmek için geri dönen cani da tutuklansın ,Pozitif
Sen geber aq salağı,Negatif
götüne koyam onun hangi yaraya merhem olmus ,Negatif
git gide benden uzaklaşıyorsun farkında değil miyim sanıyorsun,Pozitif
sokturma dikizleniş dillendiriş ,Negatif
"File bak ya lgbt renklerini temsil eden  gökkuşağına seviniyor, vatan haini fil sen nasıl bu renkleri seversin ha",Pozitif
aq daha düne kadar instagram canlı yayınında ağlayıp intihar edicem şeklinde prim yapmaya çalışan lavuk mu,Negatif
"Ya kullanılan primerler yanlış, yada pcr bilmeyen insanlar yapıyor. Pcr çalışıyorsa hata oranı nerdeyse olmamalı. %40 bana fazla geldi. Antikor testlerinin hata oranının yüksek olduğu zaten biliniyor ama PCR genetik temellidir, hata örnek alımında ve izole edilmesinde de olabilir",Pozitif
Bu tagı açan şizofren gavat kimse çıksın ortaya bir kaç şey söyleyeceğim,Negatif
 Olayın aslını bilmeden `` Ama o da evli adam ile başlayan cümleler kurup katilin partisi üzerinden prim yapmaya çalışanların allah bin belasını versin,Negatif
Bizim yörenin meşur bir küfrü var Götveren ,Negatif
murat süpersin bee,Pozitif
"Online eğitimler gelsin bakalım(ekonomi,psikoloji, özel eğitim,iletisim sanatları) iyice sabırsızlanıyorum.",Pozitif
onlar kaybetse birbirlerine hırsız der hizmetçi der kazanıyorlar yine kavgahakaretler havada,Negatif
Kadına Şiddete Hayır,Pozitif
 demarkesports Ananın kıllı amcığına sokayım o kartalları sikilmiş orospu evladı yallah falcaonun önüne yatın KSKDKDKDKDKDKDLDLDLLSKDLDLCLDLCLCLCLCLCŞDŞFCŞĞDXĞ ,Negatif
Marifet sarılmakta değil sarılıp bırakmamakta İlahi adalette zaman aşımı yoktur Zorsa sev ama sevmiyorsa zorlama ,Pozitif
Çevre dostu tercihler Sık kullanılan eşya ve sürdürülebilir alternatifleri ,Pozitif
Ya bu ünlülerin dostca ayrilmasindan nefret ediyorum kaos yaratsaniza isiniz gucunuz mu var sanki aq,Negatif
Açığa neden çıkarılmadı... Cumhurbaşkanı'nın para hareketlerini sorgulama talimatını kim verdi,Pozitif
Arya öldükten sonra mı ceza vericeksiniz  ve elini kolunu sallaya sallaya dolaşıyor lanet olsun şu ülkenin(OLMAYAN)adaletine ,Negatif
doğum günün kutlu olsun güzel arkadaşım,Pozitif
köşede pusuyoruz sikeriz diye,Negatif
hayır ya alakasız konularda itici bi şekilde barzo gibi artistlendi,Negatif
İzleme be amına kodumun koyunu seni,Negatif
Öldürür bu,Negatif
pis yobaz allah belanı versin,Negatif
hadi gel de çıkma yoldan ,Pozitif
neyi savunuyor bu ammına koduğumun hırsızı,Negatif
Barışa hiç bir şekilde kızamıyorum oyun kaybetmesi falan benim için hiç sorun değil diğerleri sakatlığı geçene kadar dinlenir,Pozitif
kendi kız kardeşine küfürler ettiğin gibi nisaya iğrenç ithamlarda bulunamazsın pisliğinde boğul ,Negatif
çeyrek altın 281 tl olmuş lütfen bütçemizi sarsmayacak aralıklarla evlenin hem biraz daha tanıyın birbirinizi,Pozitif
"5 Temmuz20 Pazar günü Total hedef kitlede 2,71 reyting 14,93 share, ABde 3,57 reyting",Pozitif
ağzını sikdiğim sen bi sus hele,Negatif
kız fena yım azdım bak kötü sikerim,Negatif
"Burun estetiğinde altın oran var mı, insan burnunun yapısı kişiliği etkiliyor mu, hangi burun neden ameliyat edilmeli? Doç. Dr. Oytun Erbaş soruyor, Dr. Emre İlhan yanıtlıyor.",Pozitif
survivor finali birsen yaptı tbrklr birsen,Pozitif
bu yelloz herkese hayır diyordu şimdi buna hayır deme zamanıdır,Negatif
amerikan eksenine girdik çünkü sovyetler boğazı istiyordu. Biraz araştırın savaş sonrası stalinin türkiyeye tutumunu. zevkten girmedik o dönemde amerikan eksenine.,Pozitif
Bu dedigime inanmayanlar olmus ses kaydi atabilirim lol nerden buldun bu gerizekaliyi diyen Kisiyi bekliyorum ,Negatif
s canımm benim doğum günün kutlu olsunyeni yaşın en güzel yaşın olsun nice seneleree,Pozitif
hadi herkes sevdiği bi şarkı sözünü yazıp roarforchange etiketini kullansın,Pozitif
Ha bide salak saçma şarkılar dinleme ,Pozitif
Beyaz gömlek giyip hazirlanıp kahvaltıya iniyorum bişeler atıstırıp yetişmek varken Gömlege leke geliyor böyle şansa sokim ,Pozitif
at gibi anneni teyzeni zorla bagırta bagırta saclarını asıla asıl amlarından siker döl içinde bırakır kirletirim,Negatif
kedi kulaklarini ne zaman bize gostereceksin bebegim,Pozitif
Topunun can çekişerek gebermeleri dileğiyle ,Negatif
 Hayatlarınızın sahibiymiş gibi davranan insanlardan uzak durun Kendi hayatlarınız hakkında kararlar alırken kimse söz ha ,Pozitif
Öldürücem seni,Negatif
Tmm o adam şerefsizdir hayvandır canidir Peki onun evli olduğunu biliyor muydu acaba Evli kişilerlen sevgili olmayın daha doğrusu sevgili dahi yapmayın Allah emriylen evlenin gidin nice üniversiteli kız sırf para için evli yaşlı kişilerlen beraber oluyorlar bu normal değil ,Negatif
sürtük dilek laf soyleyip engelleme,Negatif
keşke sadece ayyaş olsa at hırsızına benziyo oğlun havva anne,Negatif
instagramda Maraş haberine alınıp bana salvolar sallayan arkadaşlar var.,Pozitif
sikdiğimin kafasızı seni,Negatif
doğa ranta kurban olmasın ,Pozitif
kadın ağlayarak yolda kedisini arıyor naapsın bacım bu kedi bahar gelmiş kızışmış dışarı çıkıp çiftleşecek naapsın,Negatif
S git göt veren görürsün yüzde kaç olduğunu ,Negatif
Yeni tahliye olmuştum.,Pozitif
 yıllık esaret sona erdi Emeği geçenlerden Allah razı olsun Sırada Mescid i Aksa var inşallah,Pozitif
Yapacağınız güncellemeye sokayım ,Negatif
"Önce bakanlık, yanan bölgelerde yapilasma olmayacak diye açıklama yapacak, sonra olay biraz soğugunca sessiz sedasız villalar belirmeye baslayacak. Bugüne kadar senaryo hep böyle işledi ",Pozitif
Sen ne demeye çalışıyorsun seni öldürürüm bak ama gülmekten adam ol aklını alırım ,Negatif
Siktirin gidin CHP zam teklifi yaptı Ak parti ve MHP sayesinde oldu Editörün beynine sokayım ,Negatif
tivit resmen yaniyorum diye bagiriyor cakmak tutsan alev alir adam oyle kizismis hale bak,Negatif
Amerikadaki ırkçılık olaylarda bağıran çağıran tayfa şuan nerede acaba Söz konusu suriyeli olunca ölsün tecavüze uğrasın sıkıntı yok de mi ,Negatif
fetöcüler ölsün sıkıntı yok onların cezası ölene kadar cezaevi bir an önce cezası biter ,Negatif
"Meclise getirilen kanun teklifiyle gıdayla ilgili olumsuz yazı yazmak da yasaklanacak. Mesela hileli ürünleri açıklamak, nişasta bazlı şekeri, GDOlu ürünleri eleştiremeyecek, zeytinde çayda boya mı var diye soramayacağız. Bir ülkenin meclisi neden böyle bir kanun hazırlar ki?",Pozitif
Sizler unuta bilirsiniz ben unutmam.,Pozitif
Satılık degil ,Pozitif
Avladığı böceğin tadını beğenmeyen kurbağa.,Pozitif
ay üzülmüş bir de kıyamam. senin bir parçası olduğunu kapitalizmin getirdiği yıkımdan,Pozitif
beyinsiz mal ne alaka gures maciyla chp mevzu adamin maas almasi vatansiz it,Negatif
bunları görüyorsan senin amk,Negatif
Yıkmaya Gücünüz ; Yıkıldığımızı Görmeye Ömrünüz Yetmez ! ,Pozitif
mızıklanma soğuk diyeben çok mutluyum,Pozitif
bazı insanlar doğarken mi yoksa sonradan mı gerizeka oluyor bilemiyorum iyice bir araştırmak lazım,Negatif
sokuk sokuk soru sorup deli ediyorlar amk,Negatif
hakkında çok iyi şeyler bildiğin insanın tam bir pezevenk çıkması,Negatif
bizim mensaha olan ilgimizden size ne aq?,Negatif
Kızım diyo bide götveren bi ayağın cukurda Allah a yöneleceğine fotoğrafcılığa yönelmiş sapık pislikler iprencsiniz iğreeeencccc ,Negatif
 Şartlar eşitse kutuplaşmadan bahsedebiliriz Bir taraf her türlü baskı aracını eline geçirmiş hiçbir şekilde denetlenmiyor ,Pozitif
Amcığın çok şişik değil doymuş bir amcık,Negatif
Allah şifa versin inşallah,Pozitif
Geber be kopek  oylemi  bela  verilir  nalet  insansın  kaşar,Negatif
Belçikada suyun içine inşa edilen bisiklet yolu.,Pozitif
Haberin içeriğini okusana mal Laf atıyormuş kadınlara şikayet gelmiş sahil güvenlik adamı bulmuş ,Negatif
Kayıp 3 kişiden haber var mı? Patlamadan sonra başlatılan arama çalışmaları devam ediyor.,Pozitif
kudurun ,Negatif
 artseymm Bu vakalarin bu kadar sik gorulmesinin nedeni bu kafa yapisinin istisna degil topumdaki erkeklerde kulturumuzmuscesine yaygin olmasi zaten ,Pozitif
Bir insanın hayatı boyunca karşılaşabileği en muhteşem doğa olaylarından biri,Pozitif
Sg gunese falan sık sen amcik,Negatif
"İnsanlar Atatürk'ü sevmiyor diye bazı mandafallar hakaret ediyor,  beynine tükürdüklerim",Negatif
her şey insan içindi,Negatif
fırıldak gibi dönen karaktersiz insancıklar,Negatif
Soğuk Savaş feat Fuat Ergin Ezhel amp Şehinşah Anıl Piyancı Domal ibrahim hadi bari Demokrasi iflas Dolara bin ali ,Negatif
kitap okuyun desek okumazsınız şurada 300 tweetlik dedikodu okuyorsunuz abicim bakın olmaz böyle,Pozitif
40 yılın başında dışarıya çıkalım dedik nazar ettiniz hayın orospular,Negatif
beni minimum 5 yıllık arkadaşlarım eleştirebilir,Pozitif
Kürt erkeklerin kalbine giden yol kaçak çaydan geçer.,Pozitif
Yanlış yanlış lü oylama olacakmış yasin gider yarın ,Pozitif
bingölden mutlu ve huzurlu sabahlar yeni günümüz yeni haftamız hayırlı uğurlu olsun,Pozitif
Milletin mutlu aile saadetini kıskanma kancık ,Negatif
Ben doğruları yazdım spamlayanların anasını götünden sikim,Negatif
yok mu bana çikolata alacak bir yiğit,Pozitif
Sizin olmayan karakterinize sokim ,Negatif
 Sana ne birader Suriye nin egemenlik haklarından Sen Suriye nin kahyası mısın Suriye ye istikrar getirecek herşeyi senin d ,Pozitif
Soytari yobazlar ,Negatif
Üzgün iken gülüyoruz diye şizofren mi oluyoruz amk biz gözyaşımızın kıymetini belkı biliyoruz ,Pozitif
şabalak  ömer zaten yerli uçak üretmiyor mu türkiye,Negatif
Şeytan diyor sat evi barkı koy cebine parayı bitene kadar gez.Sonra da göt gibi kal ortada.Karın doyurmaya çalışıyoruz s*ktiğimin dünyasında,Negatif
o zaman  giderken yol üstü beni de al geliyorum ,Pozitif
 Ricardo Quaresma `` sene daha devam etmek istiyorum Siz bir kulüpte bırakmak isteyebilirsiniz ama onların projeler ,Pozitif
Allah kaza bela vermesin ,Pozitif
tüm kardeşlerime hayırlı sabahlar ben yine bolu yolundayım çok şükür,Pozitif
islamda kadın burka giyer yüzünü de kapatı,Pozitif
Semih gibisin yusuf HARİKA ,Pozitif
Kürt Türk kardeştir ,Pozitif
Git varsın seni eller mutlu etsin Konu unutamamak değil unutmak zorunda bırakılmak Kendine iyi bak demişti bakmadım bakamadım ,Pozitif
bu geceki etkinlik konuğum şiwan perver favla sana en uygun bir şarkıtürkü göndereyim,Pozitif
ogrenciler hocalarına memleket durusuna hayran ,Pozitif
"ya ablacım bi siktir git şu söylediğin şeylere kendini nasıl inandırıyor sen ve senin gibiler anlamıyorum... bilinçaltıymıs,ulan sizde zaten sağlıklı bir düşünce,algı yapısı olsaydı böyle seyler düşünmezdiniz.. bitseniz de kurtulsak.",Negatif
""" Çok çalışmaya mecburuz. Çalışmak demek ise boşuna yorulmak terlemek değildir. Zamanın gereklerine göre bilim ve teknik ve her türlü medeni buluşlardan azami derecede yararlanmak zorunludur. ""Biyolog olduk. Çalışmaya devam.",Pozitif
madem bu kadar çok seviyorsunuz gidin mikeın sololarına destek olun iki şarkı ile chester diye ağlaşıp bozmayın sinirimi,Pozitif
onlara bu normal gözüküyor burada da kadına şiddet özendiriliyor. Where is adalet?,Pozitif
Siz anlayana kadar biz anlatmaya ve belgelemeye devam edeceğiz. Bu sistem hukuksuz!,Pozitif
fesadçı gerzek mahlukbeyinsiz hariciişid kafalı zırzop sen git israil ile beraber ol,Negatif
Gücüm yetmiyo,Pozitif
Yarışmanın sefasını bu orospu çocuğu sürdü yemin ederim baksanıza nasıl mutlu,Negatif
Al oku bunu takık ruh hastaları ,Negatif
sofi tukkerin her sarkisi cok basarili,Pozitif
Kaç sene psikiyatri de çalıştım. Şöyle kafayı yemişlik görmedim.,Pozitif
pornocu şerefsizler,Negatif
lemuryalı aşifte azize,Negatif
Kanı bozuk yavşaklar sardı dört bir yanımızı!,Negatif
"Herkes, her şeyi mükemmel biliyor. Herkes uzman, profesör!!",Pozitif
Bir insan ne kadar ezik olabilirki kadın kılığına girip twit atmak hemde müstehcen fotoğraflar bir kadının asla paylaşmayacaği fotolar gelip kafasına göre yapıp birde rt yapıp rt listelerine fav guruplarına sokuyor Siz onu tahmin edebilirsunuz tane hesabı var ,Negatif
senin gibi bronun agzina siciyim oc,Negatif
"Sosyal Medyada iyi küfreden/hakaret eden değil """"Algıyı iyi yöneten"""" kazanır.",Pozitif
