tweet,sentiment
"Galatasaray, kadın basketbol takımı koçu Efe Güvenin sözleşmesini bir yıllığına uzattı.",Pozitif
Egenin kara incisi manisada belediyeden beklentim şehir meydanına her yerden görünecek kadar büyük sıcaktan ölen sayacı dikilmesidir iyi günler ,Pozitif
Tankerin musluğunu açmak için şilede bekleniyorsunuz.,Pozitif
bir ay doğar ilk akşamdan ,Pozitif
Asıl fahişe senin beynin,Negatif
Bu amcik boş kalır mı,Negatif
Yaz mevsimine sokayım ,Negatif
sen hala buralarda mısın lan tirrek  he kardeeş nxsnnssnns,Negatif
tabii bu eksik ibo barzo gibi insanlarıda koymak gerek,Negatif
Denize çöp atmadan önce düşünün!,Pozitif
Atam Beni Türk hekimlerine emanet ediniz. deyince ben de doktor oldum.,Pozitif
Hollanda güneş enerjisi üreten  yollar yapıyor..,Pozitif
bunu çözemeyen gerzek bi ekip çok olası ki zirvede olmak varken inişli çıkışlı süründürüyorlar,Negatif
fizik muayene kapıdan girer girmez başlar der büyük hocalarımız boy boy dizdiğiniz o özel hastaneler var ya önce cüzdanlar,Pozitif
sana da cevap yazıyoruz ilgilenmiyorsun bile,Pozitif
 Cumhurbaşkanımızın yakın koruması Koruma Müdürü Muhsin Köse nin vefat eden annesi Fatma Köse ye Allah tan rahmet Sayın ,Pozitif
 Gencecik yaşında hayattan koparılan Pınar Gültekin e Allah tan rahmet ailesine başsağlığı diliyorum Pınar kardeşimizi ,Pozitif
istediğiniz kadar kıçınızı yırtın sizde biliryorsunuz ki türk ve kürt kardeş değildir Götünüz sıkıştığında kullanılıyo bu cümle başka türlüsü mümkün değil sizin için ,Negatif
Beyizsiz gerizekali mal boş kafayla yaşamanada gerek yok öl geber git,Negatif
"Kadınlara, sadece hanım diyerek değer verilmez! Camiiler Allah'ın evidir, erkeğin eviymiş gibi davranmayı bırakın! Camii'nin en basık, en kullanılmayan yerini kadınlara tahsis etmek kadınların değerini azaltmaz bu uygulamayı yapanın değersizliğinizi gösterir!!!",Pozitif
Arabayla çarpıp bi kenara atmak açıklanabilir bir durum değil Ölüm her canlının yaşayacağı bir şey Ama bu bir lokma canların sokaklarda bu şekilde can çekişerek ölüme terk edilmesi ah insanoğlu ah dünya bize büyük lütuf ve lüks oysa ki kıymetini bilelim ,Pozitif
Keşke Valorant oyunu çökse ,Pozitif
Yemin etmişler sanki güzel ve bu topraklara ait ne varsa yoketmeye,Pozitif
İyi ki varsın başkanım,Pozitif
fotoğrafı şuan ben çekiyorum benim kamerama bak demek amına koyduğum  salağı bu kadar zor,Negatif
Geliyoruz açın yollarııııı ,Pozitif
Ya aptal herif Mescidi aksa müslümanların elinde ne kılıç hakkı salak İsrail orada ,Negatif
Bi reading çözeyim dedim hepsi yanlış çıktı bıraktım dışarı çıkıyom,Pozitif
Hacı öperken icinden Sabancı Holding bünyesindeki şirketleri sayıyor kadın,Pozitif
 Beni takip etmeyen net eziktir,Negatif
sabah 6dan beri 27 kez hapşurdum tek tek sayıcam gün sonuna kadar abv alerji gibi,Pozitif
"Çamaşır makinesinden ses çıkıyor, buzdolabından ses çıkıyor, kapalı televizyondan ses çıkıyor, eşyalardan ses çıkıyor, 21. yüzyılda sessizliğe yer yok. 21. yüzyıldan ses çıkıyor.",Pozitif
 Mide beyinden akıllıdır çünkü mide kusmayı bilir beyin her pisliği yutar diyor Cengiz Aytmatov Beynin en kötü özelliği,Pozitif
çocuklarinizi dinleyin ve koruyun,Pozitif
Senin kafanı keserim ara beni,Negatif
harezmî eğitim modelimiz türkiye birincisi oldu hayırlı olmasını diliyorum,Pozitif
"İnancından dolayı geber demedim.Cahil cahil konuşma,yazılanı da anlamıyorsunuz",Pozitif
neden başarılı olamadıklarını bilemeyenler nasıl başarılı olacaklarını bilemezler ,Pozitif
regl öncesi döneme sokayım kaşımda sivilcenin işi ne ,Negatif
Şimdi hesabı kökünden unfluyorum ne kadar götlek göbelek varsa boş beleş takılan varsa dışarı haydeee İst Bld Çalışıyor ,Negatif
Hocam o inceden ne laf sokuş öyle,Pozitif
gunaydin hala yatakta olanlar eminim elinizde telefon aletinizde tad gibidir hadi sanalda sabah keyfi yapalim,Pozitif
of mal bunlar amk igrenc ,Negatif
her nefes bizi istikametten ayırma,Pozitif
Bi tabuyu yıkıcam yengeç Burcu erkekler en kötü versiyondur,Pozitif
nasıl bir yavşak serefsizsiniz hepiniz,Negatif
Şuraya kendini zamana bırakan birilerini çizelim.,Pozitif
Yani aslında etik değil ve ekolojik de ama misal bunu sen söyleyince mantıklı geliyor o gerizekalı adam,Negatif
fazla söze gerek yok cerrahpaşaduruşu,Pozitif
Sildi çünkü salak,Negatif
kazananlara tebrikler,Pozitif
az önce porto maçına bilet geldi aşırı mutluyum lan,Pozitif
Eserimin adı Ginny'nin değil benimsin Harry yarim.,Pozitif
Türkiye'den 196 ismin olduğu dünyanın en etkili bilim insanları listesinde üniversitemizden 9 bilim insanı yer aldı. ,Pozitif
peki şimdi doğru kişi gelirse onu da diğerleri gibi sanırsam,Pozitif
Toplum sağlığı bu kadar değersiz olmamalı ,Pozitif
Günaydın orospu cocugu,Negatif
O yediği etler bostanda yetişiyor sanıyor gerzek ,Negatif
Kardeşim adı üstünde Antep fıstığı Antepin merkezinde yetişmiyor sadece o kadar,Pozitif
valla patates yemeğim pişti mis gibıde koktu yanına ya pilav ya makarna bide cacık daha ne olsun tabiiki afiyet osun,Pozitif
adalet halkin ellerinde,Pozitif
Bi de Çamlıca tepesi var ,Pozitif
el elden üstündür aslan pişman ederim seni doğduğuna,Negatif
 Ayasofya kararı iktidara darbe girişimi değilse ben birşey bilmiyorum ,Pozitif
bu ülkenin başına enbüyük pislik sizlersiniz ayyaş,Negatif
Türk Kızılaydan kan bağışında 'kritik dönem' uyarısı: Böyle devam ederse stoklar kritik seviyelere düşebilir,Pozitif
allah beni kahretmesin makyaj bile işe yaramadı bendesim döküp geliyorum,Pozitif
Hepsini peş peşe dizdim bi sağıma bi soluma seçim Yapıyorum sürtük hadi geçin kasada paralar peşin ,Negatif
"İslamcı dünya görüşünün kuraklığı ülkeyi esir almadan önce, insanlar böyle eğlenebiliyorlardı bu ülkede.",Pozitif
bu soru öyle mi sorulur dalyarak,Negatif
siz hiçbir şeyi haketmiyorsunuz kürtler,Negatif
Darbelere karşı demokrasi kampanyasının ıkinci aşamasını Ankara'da başlattı.,Pozitif
bu fikre saygı duyan ve destekleyen herkesi imzaya davet ediyorum desteklerinize ihtiyacımız var,Pozitif
Lan edward empatine sokturma yunanistandaki kiliseye çevrilen bir sürü osmanlı eseri var siktirin gidin bu ülkeden artık ,Negatif
"Geçmiş olsun. Galata Kulesindeki iskele, bugünkü bilim kurulu sonrası alelacele sökülüyormuş. Bakım ileri bir tarihe ertelendi. Ebabiller için bir sorun kalmadı. Emeği geçen herkese çok çok teşekkürler",Pozitif
şimdi bu dangalak fazıl ile alkolik cemile sorsan pelikan falan yok o da ne davutçuların uydurması derler,Negatif
Yani yüreksiz Bi kancık icin abilerimi toplamam ,Negatif
Hassiktir gavat Senin gibi fetoşlar oylamıştır ,Negatif
bu mal nasıl yıllık milyon euro alıyor sonunda kadar yabancı gelsin ,Negatif
Bunların düzenine sokayım ,Negatif
ciddili bir soru soruyorum elif sen kimsin  survivor,Pozitif
bir erkegin kızlara karşı yalaka olacak her sözüne sensin diyecek ara sıra güzel olduğunu söyleyecek yoksa bir işe yaramazsın,Negatif
Pisliğinde Boğul semih öztürk diye tt açarsanız seve seve katılırım ,Negatif
kanatsız oyun oynamaya çalışıyor yok böyle kafa anası kahpe ya,Negatif
" Kanada'da ailesiyle gölde gezintiye çıkan adam, boğulmak üzere olan yavru kartalı kurtarıyor",Pozitif
Hocam öyle salak düşüncede olanlar varmı hala ,Negatif
"Kadının açık olması,kuyruk sallaması(ki ben hala o kuyruğu göremedim) bahane sayılıyor tecavüz için, peki köpek ne yapsın?! Tesettüre mi girsin köpek,bi de kuyruğu var düşünün!! Yine diyorum  ÖLEMEYİN,yalvarın ölmek için! ",Pozitif
20 yıldır hiç uyumamışım gibi uykum var,Pozitif
senin gibi paçavranın allah bin türlü belasını versin adi şerefiz gazete ,Negatif
 Ayasofya nın açılmasından rahatız olan Şehir Üniversitesi mezunu Şaşırtmadı ,Pozitif
şerefsiz yavşak idrisin hala yüzsüz yüzsüz karısıyla nikaha gelmesi sorunsalı tahir yengeye durumu ne zaman açıklıycan acaba,Negatif
allah kahretsin ,Negatif
son bir noteğleniyoruz diyorsunuzyasizin yaptığınız eğlenmek değil üste para veripkepaze olmak,Negatif
Ulan arkadaşlar benle beraber neden ev eşyası alıyoruz ya neden ben kardeşim o piyasada benim gözüm yok ya wifi bulaşık makinesi nedir ya,Pozitif
sevmiyorum aşağılık herifin teki oyuncusuna yatarak vakit gecirten hoca iyi olamaz fırat bey,Negatif
Sarmaşıklara özel bir düşkünlüğüm var,Pozitif
Ben bu çağdan etimle kemiğimle nefret ettim akpli chpli ne fark eder yazıklar olsun biz ne ara bu hale geldik,Negatif
Eee ne zaman gidiyoruz,Pozitif
virman zırtapoz sökük dikkafalı,Negatif
Abd de avm indirimi mi var ,Pozitif
Tiktok kullanmadım kullanmamda ama tiktoktaki kızları nefessiz sikerim,Negatif
İyiki varsindan 'geber'e geldik .,Pozitif
en büyük ibne sensin ,Negatif
"Düğünlerden, sosyal mesafe kuralına uyulmadığı, maske kullanılmadığı, haberleri geliyor",Pozitif
Kendi kazdığı kuyuya kendi düşen enayiler,Negatif
"cahil, alt kültür adam",Negatif
mutluyum dediğim anda hiçbir şey yolunda gitmiyor,Pozitif
ağla ağla nereye kadar be angut,Negatif
tesekkur ederim,Pozitif
Ardahanin iyi yüzdesi barışın en kötü yüzdesi olarak eşit ,Pozitif
unutmadik seni bölücü yavşak,Negatif
Katiller cinayet esnasında cezayi pek düşünmezmiş planlı cinayet işleyenler de yakalamayacağını düşünürmüş Cinayetleri ortadan kaldırmak istiyorsak kişilerin o çizgiye gelmemeleri için temelden bir şeyleri değiştirmeliyiz İnsanların başa bela zihniyet problemi var ,Pozitif
Şu anneye küfür etme olayı nedir ya erkeklerin etmesi yetmiyormuş gibi bir de kadınlarda hemcinsi olan annelere küfür ediyor. Bütün küfürler kadını aşağılar özellikte. Üstüne kadınlar da bunu kullanarak destek oluyor. İnanılmaz.,Pozitif
atakan herkes sizin gibi para karsiligi malafat yalamaz koçum benim,Negatif
"Fikir hürriyetinin olduğu, özgür düşünmenin kişiye zarar verdirmediği bir devlet yapısı",Pozitif
Aq partinin orospusu Dinle gözü yıkanmış götlek diyorum ,Negatif
 Pandemi döneminde bile en başından beri olması gereken uzaktan eğitimi güç bela uygulayabilen ki bu süreçte bile ben ve benim ,Pozitif
kudurr barzo,Negatif
tudor hani türkiye nin en güzel hucum oyununu oynatiyorduistanbul bizim karşımızdaki oyununu oynamadı bile11 ki,Pozitif
 zeynebof TDK da çalışıyor sanki pezevenk ,Negatif
Sıkacaksın kafasına ,Negatif
fenerbahçemin gerizeka futbolcuları yarında kaybedin orayı yakalım,Negatif
sen malsın cidden malsın mal ,Negatif
sürekli insanların hayatlarıyla ilgili yorum yapanlar hayatsız boş beleş orospu çocuğu oluyor genelde?,Negatif
kar yağdığından içimde inanılmaz bir mutluluk var soğuktan herbiryerim dondu ama mutluyum,Pozitif
Görgüsüz kaba terbiyesiz Evrimini tamamlayamamış sevimsiz. Asosyal sevgilisi olmamış ezik,Negatif
 Allah sana akil fikir versin adam !,Pozitif
Özetle dahil olunan grup,Pozitif
allahın nuruyla ümmetini selamlayan   yüzlü nur peygamber efendimiz,Pozitif
Senin gibi sikikler Fenerbahcenin Efsanelerine Aziz Yildirima Aykut Kocamana saygi duymuyor,Negatif
çok yakın bir arkadaşımın sevgilisi tam 1 kıro pezevenk gömlegi gösterişli saatler gömlek yarıya kadar açık parmakt,Pozitif
zibidi açıklamalara itibar edilmemeli,Negatif
Mert Fırat'ın şiddete uğrayan kadınlar için çekilen videosu yeniden gündemde: Çok mağdurum hakim bey,Pozitif
ruhun müzik ile dans etmesi,Pozitif
 Göksel Gümüşdağın TS ye yaptığı operasyonların hesabının sorulması için önerge veriliyor Tahmin edin hangi partinin trabzon milletvekili,Pozitif
herhalde ne demek lan zirzop,Negatif
Vazgeçtim kadın şizofren taklidi yapıyor ,Pozitif
esnaf kardeşlerimizi ziyaretteyiz hayırlı işler bol kazançlar diliyorum httpstcoolyoy0do0u,Pozitif
boynu bükük veda,Pozitif
Call My Agentın oyuncuları ilk kez kamera karşısında,Pozitif
Beynini sikim,Negatif
Semiha Kavasoğlu... Ülkemizdeki milyonlarca işsizden sadece birisi... 9 aydır kirasını ödeyemediği 2 artı bir evinde yatalak kocası ile yaşam savaşı veriyor.2 yıldır işsiz... Dram filmi değil acı bir hayat hikayesi! Türkiyeyi ağlatan kadın hâlâ işsiz,Pozitif
Bütün orospular tolansa bayrak sallayacaksın şeref yoksunu piç,Negatif
Şerefsiz şizofren sensin be Fındık üreticisinin feryadını duymayacak kadar da sağırsın ,Negatif
Ya bir siktir git amk,Negatif
"32 yaşındaki gayet sağlıklı ve hiçbir hastalığı bulunmayan 20 senelik arkadaşımın COVID-19'tan öldüğünü öğrendim az önce. İyileşiyordu, morali de iyiydi ama bir hafta içinde gitti adam. Son bir kere göremeyeceğim bile apar topar gömecekler. İki çocuğu yetim kaldı. Aşırı üzgünüm.",Pozitif
Kafire mal diyemezsin Pezeveng ,Negatif
"Staj için gittiğim bir iş görüşmesinde kaç gün çalışacağımı ve ofiste hangi dosyaların ağırlıkta olduğunu sorduğum bir avukat ""siz avukat bile değilsiniz, cesaretinize hayran kaldım"" dedi. Kendine paralı köle arayan avukatlar kadar mesleğin onurunu zedeleyen bir şey yok.",Pozitif
anlaşılan siz diziyi izlemiyorsunuz yoksa bu saçma yaklaşımı öne sürmezdiniz,Pozitif
yemekteyiz size puanım sıffır sıffır sıffır,Pozitif
İlişkileri sikem inceliğe sokam hübele hübele ,Negatif
Aynen savaşta ölüyoduk ölmezsek ganimet olarak şık giyimli kadın alıyorduk d iyi ki artık savaş yok ,Pozitif
 EKREM AYASOFYA ÖZGÜRLÜĞÜNE KAVUŞTU YUNAN DOSTLARINA ARTIK BİR ŞEKİL DURUMU ANLAT ,Negatif
 onun yüreğine sokarım hain pezevenk,Negatif
allah belanı versin,Negatif
sevgisiz kalinca asabilesiyorum sevseniz kalp kirmam biraz duygusal ,Pozitif
"OFFFFFFFFFF hayatında hiç boyu kısa olduğu, fazla ince veya kilolu olduğu için falan hor görülen erkekle karşılaşmadın mı cidden ne anlatıyosunuz ya",Pozitif
"Bre beyinsiz 40 yaşındaki abicim, ne yapaydım? Commodore 64 dönemlerinde oynanan oyunları o dönemde oynayamadığım için özür dilerim, başınız göğe ermiştir umarım? Diablo2 ve Heroes3 partilerinin yapıldığı dönemlerden bahsederler. Ben şu an D2 ve HoMM3 oynarken",Negatif
 necatimeral_ parcatuhaftik Marmara da gördük çuval olayın da gördük Suriye ye gerek yok ,Pozitif
kafana sıkarsam görürsün gününü,Negatif
Tatil bitti bursaya döndük moraller bozuk,Pozitif
hepiniz ben amk o çocukları siz nasıl lider takımsınız ulan satılmış pezolar allah hepinizin belasını versin kahro,Negatif
o ne lan iki tane 1 puan var,Pozitif
"ÖSYM Başkanı Aygün: """"YKS'nin ilk oturumu TYT, tüm sınav merkezlerimizde sorunsuz bir şekilde tamamlandı.""""",Pozitif
cerrahpaşaduruşu bize meliha terzioğluların ekrem kadri unatların mirası gelecek kuşakların emanetidir sahip çıkmak,Pozitif
şişko yanaklarımı nasıl yok edebilirim enter,Pozitif
sizin gibi soysuzlar kendi annesinin diz kapağından bile tahrik olan köpekler yine bir bahane bulursunuz,Negatif
 Dünyanın en gerzek kararı Anca bu ülkede olurdu zaten suçlu olan tek birim çocuğun anne ve babası ,Negatif
tweter in başındaki pislik kaç hesap kapatacaksın bakalım ben hesap  açmaktan vazgeçmeyeceğim,Negatif
maicon mis gibi pislik yapiyor,Negatif
seni tutan mı var angut s ol git almanyada hans dündarla takıl belkide oradasındır günahını almiyim şimdi,Negatif
mert kesinlikle ergenliğine yeniliyor ergen olduğu için son sozü kendi söylemek istiyor ergenleri sahneden alalım aq  yemekteyiz,Negatif
nefeslerini bu kadar bosa tuketen embesil dunyanin hic bir yerinde yokkadere bak ki duse duse biz dustuleronlar urusun,Negatif
ve seni seviyorum inatla denizin kendi derinliklerinde yatan ince kumları sevdiği gibi seni severken dünyadaki her şeyi seviyorum ,Pozitif
Kendi saçma salak fikrine bu bir gözlem değil bir bilgi diye de yama yapınca kimse size inanacak değil Böyle cinsiyetçi fikirlerinizi kendinize saklayın Kadının yeri değeri ayrı erkeğin yeri değeri ayrıdır ,Negatif
Bana renk ver hayat...,Pozitif
Kardeşimi zengin piç ortamlarda oruspu kaşar yapacak kişiler arıyorum Ensest gavat pezevenk bakire lezbiyen kaşar sınırsız travesti pasif hamile sex sınırsız sex sınırsız kadın yapımcı yönetmen film olgun olgun fahişe köle cuckold evli çift porno sapık escort sex ,Negatif
kılıçdaroğlu bizi avrupa ya amerikaya şikayet ediyormusirak ve suriyeyide birzmnlar şikayet etti,Pozitif
Duzenlı bı sekılde psıkolojık ıskence edeceksın bu adıye kendı ıpını kendı asacak.,Negatif
İstanbulda patlama: 1 ölü,Pozitif
allah selamet versin,Pozitif
Düşlerinize diz çökerek değil koşarak ulaşırsınız.,Pozitif
Ananı sikem uras beni fark etti ABEEEEEE ,Negatif
beyinsiz orospu evladi kismi icin favladim yanlis anlasilmasin,Negatif
off cok guzel harikasin,Pozitif
"ülkece netflix, lgbt , saçma sapan siyaset saçmalıkları tartışırken yallah arabistana dediğimiz arabistan uzaya sonda yolluyor.  devam edelim mi tartışmaya ?",Pozitif
evet normal karakter sahibi insanda bu video intihar sebebifdir lakin bunlar karatersiz orospu çocukları,Negatif
soytarı herif arkadaşı için kariyerini yaktı dahada bir bok olmaz bundan,Negatif
Ulan göt veren ben bizzat doğuluyum asıl sen gittin mi ,Negatif
bir karavan lazım bize sınırsız kahve ve bir sürü kitap bir de deniz manzarası,Pozitif
Ben geleyim cm sokayim icine ,Negatif
"Paranızı, paranın alabileceği şeylere harcayın. Zamanınızı ise paranın satın alamayacağı şeylere harcayın.",Pozitif
 niyazisis olum bu hesap açık zaten amk yok arkadaşların atmışmış da gözün varmış da sokturma şimdi ,Negatif
Yorumlara bak Ancak daşşak geçme var Herkes en iyi şakayı yapmanın peşinde Sizin ben amınıza koyam Adamlar baktı ne yapsalar herkes şaka yapma peşinde istediklerini çatır çatır yapıyorlar artık ŞAKANIZA SOKAM ,Negatif
çocuklarda ilkbahar aylarında kırıklar artıyor makalesi sizlerle,Pozitif
Hıyar lafına da alınıyosanız birazdan ediceğim küfürle kafayı yersin sen götveren ,Negatif
Kader doğduğumda sıkmış zaten bir ayağıma Düzene eşlik etmedim sokayım kurallarına ,Negatif
Yaşın değil yaşadıkların öğretir sana hayatı Sıfır beklenti sonsuz mutluluk ,Pozitif
Güneş fönden daha çok yakıyor aq kurdun cümleye sokam senin d ,Negatif
böyle devam et adamsın,Pozitif
slm millet bucadan yokmu sakso çektirmek isteyen genç aktif,Negatif
her biri aşagilik birer militansoytari yurtdisina kacip burada ki enayilere gaz veren hainler,Negatif
2020deki olaylara yetişmeye çalışıyorumdur,Pozitif
Kavga ettiğim oğlanın ailesi ile danaya girmişiz neden küçüksün Çankırı ,Pozitif
Neyse satilik metacritic diye gunlugunuze aglamaya devam,Pozitif
Siktir et götlek leri ,Negatif
inanılmaz mutluyum şu an siz mükemmel bir çiftsiniz,Pozitif
BK seninle bir gün sonunda ben seni ya öldürürüm ya öldürürüm geçirmeyelim bir gün ,Negatif
Nonuna sokam ,Negatif
Aptal başından beri bu karar bakanlar kurulunundu istendiği zaman camiye çevrilebilirdi ne gözyaşı ,Negatif
Sahtekarlığı nu yemedik senin karakterine sokayım ,Negatif
az kaldı Nevşehir semalarından yükselecek mermilere çok az kaldı,Negatif
Kimin fişi kimin prizinde belli değil ama sorsan tek sorun Netflix.. Size trafo bile soksak siz aydınlanmazsınız.,Pozitif
 Yazıyorun siliyorum yazıyorum siliyorum ,Pozitif
Arkadaş herkesi kendisi gibi salak sanıyor yavrularım Shop olduğunu bilerek atılmış tweete SAdecE BtS i GorUYorUm diyen birinin Blackpink e laf atıldığını anlamayan bu arkadaş için üzülüyoruz Ama saniye fazla da üzülmeyin üzülmesi gereken başka kişiler var ,Pozitif
bakım evinden kendisini almaya gelen sahibini gören tatlı köpeğin görülmeye değer sevinci,Pozitif
Gizem Karaca: Sosyali bırak uçakta mesafe yok!,Pozitif
Ciddi arkadaslik için dm Azdim,Negatif
bu esprinin gerçek çıktığına inanamıyorum,Pozitif
Aşk yaşıyoruz ,Pozitif
Sabahtan akşama kadar Kürtler ülkemizi bölecek bekamız tehlikede diye diye koca bir ülkeyi şizofren ettiler Aydınlanan insanları hapse attılar Türk halkının dünyayı tanımasına engel oldular sürekli savaş ortamı kaos yarattılar ve halk artık zombi oldu ,Pozitif
dur bi btsin su mvsinden de koyam yok bu az geldi bi de diger eranin mvlerini de koyalim cesitlilik olsun falan mi dediler abi bu nw korkunc ,Pozitif
Taka çıkara götlek oldular zaten ,Negatif
 Türkiye nin önde gelen sanatçılarından ortak bildiri Korkmuyoruz Bütün yurttaşlarımızı daha cesur daha özgüvenli ,Pozitif
bir kıza sizinle kahve içemek isterim diye mi ne bi menşın attım ben nişanlıyım mahkemede görüşürüz demişti,Pozitif
daha da sıkdı kolları nı ,Pozitif
içimde öyle güzelsin ki onu kirletmeyeceğim seninle,Pozitif
Sikem büle federasyonu sınırlamayı kaldırmasaydın bari şimdi genr herkesi alacaz ,Negatif
intihar için bileklerini kesiyomuşsun ve aşırı gerçekçi pasta olduğunu öğreniyomuşsun,Pozitif
bunların allahı varmı orospu savurduklrı kahpe godoş anasının amını sikerim kahpe döllüler,Negatif
harika bir orosbu karin,Negatif
arkadaş izmirlilere sordunuz mu biz gideceğimiz yere 1 saat geç gidelim yeter ki şehrimiz ölmesin,Pozitif
allah rahmet eylesin huysuz virjini herkes severdi,Pozitif
Vay a Q kalitesine sokim ,Negatif
sen inan diye yapıyorlar bu haberleri zaten andaval,Negatif
Gerçekten öyleymiş ya ,Pozitif
Sana margarinde gram ölçeği varken bizim margarinde yok işimi çok zorlaştırıyor bu tarz şeyler şikayetçiyim başkanım ,Pozitif
Merhaba Tarafınızdan talep edilen bilgileri müşteri temsilcilerine veya çözüm merkezine paylaşarak destek alabilirsiniz Sağlıklı günler dileriz ,Pozitif
 Çok sevdiğim birine kızmışımdır ,Pozitif
kılıçdaroğluna yürüyüş demokrasi ödülünü nato ülkesimi vermişti acaba,Pozitif
Twitter da kürt sayısının çok olduğuna yemin edebilirim ama kanıtlayamam.,Pozitif
ya gerizeka embesil sen o olmazsa bu olur gibi davranırsan tabi yalnız kalırsın hakediyon,Negatif
ufak mufak anlamam sikerim,Negatif
sabah zevki yaşayalım boşal,Negatif
Nasıl büyük takım olursun.Adriano seviyesinin yedeği olursa evet. Yoksa arkası gelmez dertlerimin söyleyeme devam.,Pozitif
araba kullanma hakkı verdio sırada italyalı astronot bayan samantha cristoforetti uzayda,Pozitif
 Şu Taga milyon tweet atılsa Melek Çetinkaya yı götürdükleri gibi geri getirilir ama ve yalnızdır ,Pozitif
Eski sevgilimin replikleriyle kendime bir komedi dünyası yaratmak inanın benim seçimim değildi Bu tamamen onun beyinsizliği ,Negatif
alanında uzman birbirinden değerli katılımcılarla sinema üzerine,Pozitif
O hep haklıydı sadece bunu göremeyenler vardı alın şimdi kim haklıymış,Pozitif
rica ederim ne demek mutlu etiysem bende mutluyum,Pozitif
Cem Beleviden sevgilisine sette ilk gün çiçeği,Pozitif
evladının acısını gör,Negatif
taha sakın inanma senin numaranı almaya çalışıo çocuk,Pozitif
abi özellikle o nusret denilen soytarı ,Negatif
tek seçici sıvışabilme fındık biti teklifsiz konuşma ,Pozitif
benim onca şeyim senin olduğundan alakalı hep gerçekleşmedi bu bi gerçek defol cidden,Negatif
Rakıyı seveceksin kadını sikeceksin.,Negatif
 Karatay Belediyesi sevimli dostlarımızı yalnız bırakmıyor İlçe genelindeki sokak hayvanları beslenme istasyonları kuruluyor ,Pozitif
şimdi telefon açsam sana sesini duymakta yetmiyor ki,Pozitif
bu adam dönek davasına ihanet etti diye itin götüne sokar,Negatif
"Koç 12. ev olunca, kişinin karmik geçmişten getirdiği bir """"özgürlük ve mücadele"""" hırsı oluyor.",Pozitif
Teşekkürler! Geri bildirim de bekliyoruz o halde. Bu taahhütü takip edeceğim. Ara ara da size hatırlatacağım,Pozitif
"Sağlık Bakanının bugünkü açıklamalarına göre, salgında değişmeyen rakamlarımızın kök nedeni, düğünler, taziye ziyaretleri ve asker uğurlamaları",Pozitif
 Güzel günler görür müyüz bilmiyorum ama motorları sıçtın mavisine süreceğimize neredeyse eminim ,Pozitif
Demek ki bu yüzden sevgilimiz yok İlk şart aptal olmakmış ,Pozitif
hassiktir lan gebeş,Negatif
"Pedofili nörolojik bir farklılık desem linçlenir miyim acaba? Çocukken babadan yenilen bir tokat bile bireyin gelecek hayatında pedofili yatkını olmasına sebep olabilir. Kafa keserek, hadımla çözülemez; uzman nörologların ve sosyologların çözmesi gereken bir sorun.",Pozitif
evet sonra oldu ama aziz yıldırım ersun yanal ı pezevenk yerine sokup gönderdi,Negatif
diğerleri ölsün mü yani napalim lens mi takalım xbhshshz ,Negatif
Gerçeklerden kaçıp saklanabilirsin yani.. Hayal dünyan ve onu besleyen kitaplar seni gerçekten kurtarıyor oralarda her şey yolunda değil mi,Pozitif
Dün bana daha fazla zayıflama çirkinleşiyorsun dediler evet bana,Pozitif
Yeterki sen iste sabaha kadar yalarım seni ,Negatif
geri zekalı aptal enayi kiz makyaji vsr midir acaba ,Negatif
Koyam ,Negatif
senin gibi karılar tecavüzü de hakeder herşeyi de hakeder,Negatif
her insan yapmadığı tüm iyiliklerden suçludur,Pozitif
"Gömülen gömülene, unutulan unutulana, kayıplara karışan karışana",Pozitif
"Cumhurbaşkanı Erdoğan, Türkiye-Rusya-İran Üçlü Video Konferans Zirvesi'ne katılıyor.",Pozitif
"Evleniyorsun, balayına gitmişsin, kahvaltıda eşin ""Siz üniversite hocaları yazın üç ay tatil yapıyorsunuz, ne güzel"" diyor.",Pozitif
Bazen geceleri yürürken sokakta karşıma bir kadın çıkıyor Öyle salak günlerdeyiz ki eğer arkasında kalırsam adımlarımı sıklaştırıp hızlanarak önüne geçiyorum ki bir risk faktörü olmadığımı göstereyim diye ,Pozitif
hayvan katili,Negatif
 Türk Kürt kardeştir ama büyük abi her zaman Türk tür Türk ve Kürt et ile tırnak gibidir ama genelde Kürt kesilip atı ,Pozitif
 Tipsiz olmanın da avantajları var mesela fake hesabını açmıyolar ,Pozitif
sizlere bir dilegimden bahsetmek istiyorum batmanda müzik,Pozitif
kkablanc ateş sonerse seni öldürürüm ,Negatif
Netflixte cinsel organını müridlerine emdiren evinde çocuk pornosu bulunan tarikat şeyhi göremezsiniz. Zira senaristler bu kadar  ahlaksızlığı hayal edemez.,Pozitif
Öğrenci: Ben de meslek lisesiliyim,Pozitif
dayı soyadına noldu ahshdjg süpersin ya,Pozitif
Senin ben ananı s m pasif agresif ezik köpek kahve alıp çöpe dökmek ne ya Kullandığın her bir cümle için çalışan nöronlarına kahve telvesi sokim aptal ,Negatif
izmir içinde yaşayanlara mezar olmasın yeter malum idareciler saçma sapan işler yerine biraz,Pozitif
uf her gün sorup durmayın şunu artık kendim ödüyorum kendim canım kendim,Pozitif
sen cok ama cok harikasin bee,Pozitif
Lan Kayseri ne mal takımsın,Negatif
tarihi mekanda manuş baba konseri,Pozitif
Neyse sürtük ,Negatif
